filename, language, TypeScript, CSS, JSON, HTML, SCSS, comment, blank, total
c:\Dev\mobilecontrol\src\FrontEnd\src\app\template\userpage\user.component.ts, TypeScript, 6, 0, 0, 0, 0, 0, 3, 9
c:\Dev\mobilecontrol\src\FrontEnd\src\app\template\userpage\user.module.ts, TypeScript, 15, 0, 0, 0, 0, 0, 4, 19
c:\Dev\mobilecontrol\src\FrontEnd\src\app\template\userpage\user.routing.ts, TypeScript, 11, 0, 0, 0, 0, 0, 4, 15
c:\Dev\mobilecontrol\src\FrontEnd\src\app\template\widgets\widgets.component.html, HTML, 0, 0, 0, 312, 0, 0, 5, 317
c:\Dev\mobilecontrol\src\FrontEnd\src\app\template\widgets\widgets.component.ts, TypeScript, 53, 0, 0, 0, 0, 0, 7, 60
c:\Dev\mobilecontrol\src\FrontEnd\src\app\template\widgets\widgets.module.ts, TypeScript, 17, 0, 0, 0, 0, 0, 4, 21
c:\Dev\mobilecontrol\src\FrontEnd\src\app\template\widgets\widgets.routing.ts, TypeScript, 11, 0, 0, 0, 0, 0, 4, 15
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\css\demo.css, CSS, 0, 185, 0, 0, 0, 10, 33, 228
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_alerts.scss, SCSS, 0, 0, 0, 0, 43, 2, 10, 55
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_badges.scss, SCSS, 0, 0, 0, 0, 8, 0, 2, 10
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_buttons.scss, SCSS, 0, 0, 0, 0, 185, 27, 33, 245
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_cards.scss, SCSS, 0, 0, 0, 0, 311, 9, 56, 376
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_carousel.scss, SCSS, 0, 0, 0, 0, 87, 2, 13, 102
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_checkboxes.scss, SCSS, 0, 0, 0, 0, 184, 4, 23, 211
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_core-bootstrap.scss, SCSS, 0, 0, 0, 0, 0, 66, 1, 67
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_custom-forms.scss, SCSS, 0, 0, 0, 0, 2, 8, 1, 11
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_drawer.scss, SCSS, 0, 0, 0, 0, 49, 56, 17, 122
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_dropdown.scss, SCSS, 0, 0, 0, 0, 167, 6, 33, 206
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_example-pages.scss, SCSS, 0, 0, 0, 0, 164, 0, 17, 181
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_fixed-plugin.scss, SCSS, 0, 0, 0, 0, 256, 0, 47, 303
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_footers.scss, SCSS, 0, 0, 0, 0, 88, 0, 16, 104
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_forms.scss, SCSS, 0, 0, 0, 0, 293, 82, 61, 436
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_headers.scss, SCSS, 0, 0, 0, 0, 65, 0, 11, 76
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_images.scss, SCSS, 0, 0, 0, 0, 9, 0, 2, 11
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_info-areas.scss, SCSS, 0, 0, 0, 0, 54, 0, 7, 61
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_input-group.scss, SCSS, 0, 0, 0, 0, 26, 7, 7, 40
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_layout.scss, SCSS, 0, 0, 0, 0, 59, 13, 10, 82
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_list-group.scss, SCSS, 0, 0, 0, 0, 63, 24, 16, 103
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_misc.scss, SCSS, 0, 0, 0, 0, 390, 6, 57, 453
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_mixins.scss, SCSS, 0, 0, 0, 0, 16, 0, 1, 17
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_modal.scss, SCSS, 0, 0, 0, 0, 144, 9, 27, 180
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_nav.scss, SCSS, 0, 0, 0, 0, 27, 5, 7, 39
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_navbar.scss, SCSS, 0, 0, 0, 0, 150, 2, 28, 180
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_nucleo-outline.scss, SCSS, 0, 0, 0, 0, 383, 29, 123, 535
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_pagination.scss, SCSS, 0, 0, 0, 0, 100, 52, 16, 168
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_pills.scss, SCSS, 0, 0, 0, 0, 117, 0, 15, 132
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_popover.scss, SCSS, 0, 0, 0, 0, 45, 0, 9, 54
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_popups.scss, SCSS, 0, 0, 0, 0, 70, 0, 16, 86
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_progress.scss, SCSS, 0, 0, 0, 0, 41, 0, 2, 43
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_radios.scss, SCSS, 0, 0, 0, 0, 75, 1, 22, 98
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_reboot.scss, SCSS, 0, 0, 0, 0, 11, 10, 4, 25
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_responsive.scss, SCSS, 0, 0, 0, 0, 261, 2, 31, 294
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_ripples.scss, SCSS, 0, 0, 0, 0, 36, 1, 5, 42
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_switches.scss, SCSS, 0, 0, 0, 0, 75, 4, 8, 87
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_tabs.scss, SCSS, 0, 0, 0, 0, 58, 1, 15, 74
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_togglebutton.scss, SCSS, 0, 0, 0, 0, 72, 6, 8, 86
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_tooltip.scss, SCSS, 0, 0, 0, 0, 46, 2, 6, 54
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_type.scss, SCSS, 0, 0, 0, 0, 81, 2, 10, 93
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\_variables.scss, SCSS, 0, 0, 0, 0, 28, 2, 7, 37
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\cards\_card-background.scss, SCSS, 0, 0, 0, 0, 41, 0, 7, 48
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\cards\_card-blog.scss, SCSS, 0, 0, 0, 0, 20, 0, 2, 22
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\cards\_card-collapse.scss, SCSS, 0, 0, 0, 0, 37, 0, 8, 45
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\cards\_card-contact.scss, SCSS, 0, 0, 0, 0, 0, 0, 1, 1
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\cards\_card-form-horizontal.scss, SCSS, 0, 0, 0, 0, 25, 0, 4, 29
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\cards\_card-pricing.scss, SCSS, 0, 0, 0, 0, 78, 0, 14, 92
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\cards\_card-product.scss, SCSS, 0, 0, 0, 0, 39, 0, 5, 44
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\cards\_card-profile.scss, SCSS, 0, 0, 0, 0, 13, 0, 2, 15
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\cards\_card-rotate.scss, SCSS, 0, 0, 0, 0, 133, 1, 25, 159
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\cards\_card-signup.scss, SCSS, 0, 0, 0, 0, 37, 2, 6, 45
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\cards\_card-testimonials.scss, SCSS, 0, 0, 0, 0, 60, 0, 14, 74
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\mixins\_alert.scss, SCSS, 0, 0, 0, 0, 104, 15, 12, 131
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\mixins\_animations.scss, SCSS, 0, 0, 0, 0, 93, 1, 16, 110
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\mixins\_breakpoints.scss, SCSS, 0, 0, 0, 0, 20, 10, 5, 35
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\mixins\_buttons.scss, SCSS, 0, 0, 0, 0, 323, 16, 47, 386
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\mixins\_chartist.scss, SCSS, 0, 0, 0, 0, 61, 16, 16, 93
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\mixins\_colored-shadows.scss, SCSS, 0, 0, 0, 0, 107, 8, 24, 139
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\mixins\_drawer.scss, SCSS, 0, 0, 0, 0, 180, 38, 36, 254
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\mixins\_forms.scss, SCSS, 0, 0, 0, 0, 269, 77, 49, 395
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\mixins\_hover.scss, SCSS, 0, 0, 0, 0, 15, 1, 2, 18
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\mixins\_layout.scss, SCSS, 0, 0, 0, 0, 14, 1, 2, 17
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\mixins\_navbar-colors.scss, SCSS, 0, 0, 0, 0, 16, 0, 3, 19
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\mixins\_navs.scss, SCSS, 0, 0, 0, 0, 49, 1, 12, 62
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\mixins\_sidebar-color.scss, SCSS, 0, 0, 0, 0, 53, 0, 6, 59
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\mixins\_transparency.scss, SCSS, 0, 0, 0, 0, 16, 2, 2, 20
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\mixins\_type.scss, SCSS, 0, 0, 0, 0, 13, 1, 2, 16
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\mixins\_utilities.scss, SCSS, 0, 0, 0, 0, 92, 9, 9, 110
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\mixins\_variables.scss, SCSS, 0, 0, 0, 0, 14, 6, 9, 29
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\mixins\_vendor-prefixes.scss, SCSS, 0, 0, 0, 0, 174, 3, 25, 202
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_body.scss, SCSS, 0, 0, 0, 0, 1, 4, 2, 7
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_bootstrap-material-design-base.scss, SCSS, 0, 0, 0, 0, 25, 2, 7, 34
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_bootstrap-material-design.scss, SCSS, 0, 0, 0, 0, 152, 34, 50, 236
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_brand.scss, SCSS, 0, 0, 0, 0, 7, 2, 4, 13
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_buttons.scss, SCSS, 0, 0, 0, 0, 55, 22, 12, 89
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_card.scss, SCSS, 0, 0, 0, 0, 8, 11, 2, 21
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_code.scss, SCSS, 0, 0, 0, 0, 1, 1, 2, 4
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_colors-map.scss, SCSS, 0, 0, 0, 0, 0, 310, 2, 312
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_colors.scss, SCSS, 0, 0, 0, 0, 297, 2, 24, 323
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_custom-forms.scss, SCSS, 0, 0, 0, 0, 5, 0, 1, 6
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_drawer.scss, SCSS, 0, 0, 0, 0, 2, 2, 2, 6
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_dropdown.scss, SCSS, 0, 0, 0, 0, 1, 18, 2, 21
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_forms.scss, SCSS, 0, 0, 0, 0, 19, 12, 7, 38
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_layout.scss, SCSS, 0, 0, 0, 0, 0, 1, 1, 2
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_list-group.scss, SCSS, 0, 0, 0, 0, 3, 16, 2, 21
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_menu.scss, SCSS, 0, 0, 0, 0, 12, 2, 5, 19
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_modals.scss, SCSS, 0, 0, 0, 0, 15, 17, 3, 35
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_nav.scss, SCSS, 0, 0, 0, 0, 25, 22, 11, 58
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_pagination.scss, SCSS, 0, 0, 0, 0, 5, 0, 2, 7
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_shadow.scss, SCSS, 0, 0, 0, 0, 25, 2, 9, 36
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_snackbar.scss, SCSS, 0, 0, 0, 0, 5, 0, 2, 7
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_spacing.scss, SCSS, 0, 0, 0, 0, 1, 24, 2, 27
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_state.scss, SCSS, 0, 0, 0, 0, 9, 3, 5, 17
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_tables.scss, SCSS, 0, 0, 0, 0, 5, 0, 2, 7
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_tooltip.scss, SCSS, 0, 0, 0, 0, 1, 0, 1, 2
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\core\variables\_type.scss, SCSS, 0, 0, 0, 0, 42, 46, 20, 108
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\dashboard\_alerts.scss, SCSS, 0, 0, 0, 0, 92, 2, 16, 110
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\dashboard\_cards.scss, SCSS, 0, 0, 0, 0, 317, 2, 60, 379
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\dashboard\_fileupload.scss, SCSS, 0, 0, 0, 0, 115, 0, 4, 119
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\dashboard\_fixed-plugin.scss, SCSS, 0, 0, 0, 0, 277, 1, 28, 306
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\dashboard\_forms.scss, SCSS, 0, 0, 0, 0, 27, 0, 5, 32
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\dashboard\_misc.scss, SCSS, 0, 0, 0, 0, 99, 0, 12, 111
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\dashboard\_navbar.scss, SCSS, 0, 0, 0, 0, 69, 0, 9, 78
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\dashboard\_pages.scss, SCSS, 0, 0, 0, 0, 411, 0, 82, 493
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\dashboard\_responsive.scss, SCSS, 0, 0, 0, 0, 469, 1, 77, 547
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\dashboard\_rtl.scss, SCSS, 0, 0, 0, 0, 275, 0, 47, 322
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\dashboard\_sidebar-and-main-panel.scss, SCSS, 0, 0, 0, 0, 515, 2, 87, 604
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\dashboard\_social-buttons.scss, SCSS, 0, 0, 0, 0, 3, 2, 1, 6
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\dashboard\_tables.scss, SCSS, 0, 0, 0, 0, 117, 0, 14, 131
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\dashboard\_timeline.scss, SCSS, 0, 0, 0, 0, 160, 0, 38, 198
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\material-dashboard.scss, SCSS, 0, 0, 0, 0, 59, 20, 8, 87
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\plugins\_animate.scss, SCSS, 0, 0, 0, 0, 153, 7, 71, 231
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\plugins\_chartist.scss, SCSS, 0, 0, 0, 0, 254, 25, 50, 329
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\plugins\_datatables.net.scss, SCSS, 0, 0, 0, 0, 466, 574, 91, 1131
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\plugins\_fullcalendar.scss, SCSS, 0, 0, 0, 0, 974, 196, 323, 1493
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\plugins\_jquery.jvectormap.scss, SCSS, 0, 0, 0, 0, 114, 1, 23, 138
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\plugins\_perfect-scrollbar.scss, SCSS, 0, 0, 0, 0, 83, 18, 12, 113
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\plugins\_plugin-bootstrap-select.scss, SCSS, 0, 0, 0, 0, 318, 12, 8, 338
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\plugins\_plugin-datetime-picker.scss, SCSS, 0, 0, 0, 0, 205, 15, 12, 232
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\plugins\_plugin-flexisel.scss, SCSS, 0, 0, 0, 0, 54, 7, 12, 73
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\plugins\_plugin-nouislider.scss, SCSS, 0, 0, 0, 0, 191, 4, 14, 209
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\plugins\_plugin-tagsinput.scss, SCSS, 0, 0, 0, 0, 171, 12, 23, 206
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\plugins\_select-bootstrap.scss, SCSS, 0, 0, 0, 0, 126, 43, 5, 174
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\plugins\_sweetalert2.scss, SCSS, 0, 0, 0, 0, 3, 0, 1, 4
c:\Dev\mobilecontrol\src\FrontEnd\src\assets\scss\plugins\_wizard-card.scss, SCSS, 0, 0, 0, 0, 185, 0, 39, 224
c:\Dev\mobilecontrol\src\FrontEnd\src\environments\environment.prod.ts, TypeScript, 3, 0, 0, 0, 0, 0, 1, 4
c:\Dev\mobilecontrol\src\FrontEnd\src\environments\environment.ts, TypeScript, 3, 0, 0, 0, 0, 4, 2, 9
c:\Dev\mobilecontrol\src\FrontEnd\src\index.html, HTML, 0, 0, 0, 25, 0, 2, 6, 33
c:\Dev\mobilecontrol\src\FrontEnd\src\main.ts, TypeScript, 9, 0, 0, 0, 0, 0, 4, 13
c:\Dev\mobilecontrol\src\FrontEnd\src\polyfills.ts, TypeScript, 15, 0, 0, 0, 0, 37, 16, 68
c:\Dev\mobilecontrol\src\FrontEnd\src\styles.css, CSS, 0, 116, 0, 0, 0, 9, 21, 146
c:\Dev\mobilecontrol\src\FrontEnd\src\test.ts, TypeScript, 13, 0, 0, 0, 0, 4, 4, 21
c:\Dev\mobilecontrol\src\FrontEnd\src\tsconfig.app.json, JSON, 0, 0, 9, 0, 0, 3, 0, 12
c:\Dev\mobilecontrol\src\FrontEnd\src\tsconfig.spec.json, JSON, 0, 0, 18, 0, 0, 0, 1, 19
c:\Dev\mobilecontrol\src\FrontEnd\src\tslint.json, JSON, 0, 0, 17, 0, 0, 0, 1, 18
c:\Dev\mobilecontrol\src\FrontEnd\src\typings.d.ts, TypeScript, 4, 0, 0, 0, 0, 1, 1, 6
Total, -, 6881, 350, 44, 6115, 13458, 2620, 4046, 33514